stimulus_id,Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,Many Instruments/Few Instruments,Wide pitch variation/Narrow pitch variation,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Strong beat/Weak beat,Electric/Acoustic,Distorted/Clear,Loud/Soft,Heavy/Light,High pitch/Low pitch,Punchy/Smooth,Harmonious/Disharmonious,Dense/Sparse,voice_age,voice_gender,voice_exagg,voice_type,target_of_toy_ad
hFcYHGRWPCY,high,high,high,high,high,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Lo_x8RN_x2Y,high,high,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Sung,Mixed
73s4SGvL1p4,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
XcdNtsFiLi4,low,low,low,low,low,high,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
w4zL859ehzU,high,high,high,high,low,high,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Mixed
0EnNkBfhfa0,high,high,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
EJv6cvvJshU,high,high,high,high,high,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
HCTfaQg1fzc,high,low,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
-vSutSWNgLU,high,low,high,low,high,high,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Q1OhEKfG4N0,low,low,high,low,low,high,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,BOTH children and adults,Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
bkRGPI3N-7k,high,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Uyp8N1f5Hrg,low,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,BOTH spoken and sung,Boys/men
D9qcmuxI4EI,low,low,high,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Heavy,Low pitch,Smooth,Harmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
6UKj4It_B44,low,low,low,low,low,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
yJ0v0wuokZE,high,low,low,low,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Mixed
z8xZjjBKZI8,high,low,high,high,low,low,low,Many Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
ffMiaRJmVio,high,high,low,low,low,low,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
KUif1Bpvyfk,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
2dgTRykXw1E,high,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
txLhZT3RoNk,high,high,high,high,low,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
ET8_Ee5cQk4,low,low,low,low,low,high,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Ik1vebgUXxA,high,high,low,low,low,high,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
9rz8E3s3CUY,high,high,high,high,high,high,low,Few Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
KqXriV8Mi3Y,low,low,high,low,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
XH_NDgm16Ws,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
bKK1XQg2Y9o,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Boys/men
aLk1Xh0z7qw,low,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
TFHBEkqysRU,low,low,low,low,high,high,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
htMLdB-qYr0,low,low,low,high,low,high,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
e18J2Z18Na4,high,low,low,low,high,low,low,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
oBedP34gnXw,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
AoEBDS1OdQk,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
M7FLctp7tMk,high,high,high,high,low,low,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Girls/women
oXkPfK4qEHQ,high,high,high,high,low,low,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
s6K40WoEq78,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Mmr-i3_1sFc,high,low,low,low,high,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Smooth,Harmonious,Dense,Children,Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
tunMW9JZVCc,low,low,high,high,low,high,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
hgORULxqBqU,high,low,high,high,low,low,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
pBxyBLjr7sM,high,high,low,low,low,low,low,Many Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Sparse,BOTH children and adults,Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
bbbGSR6NAo8,high,high,low,high,low,low,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
LEmyGcnBMms,high,low,low,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
xmZqmEXulA4,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
jYnVugDxErs,high,high,high,high,high,low,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Smooth,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Mixed
mt9b5uwiq-w,low,high,low,low,low,high,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
vnkTkVvn4Yc,low,high,low,low,low,high,low,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Soft,Heavy,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
a0L1IzEMQ_c,low,high,high,high,low,high,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,Girls/women
FsItakNM2wI,high,high,low,low,high,high,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
wFMPKkDbgIs,low,low,low,high,low,high,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
6sKnzn9diL8,high,high,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
jBIWrAAq-3Q,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
cP642WWyWO8,low,low,low,low,low,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
t9Cmn8w36LI,high,high,high,low,low,high,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
Jw4UaI4irBA,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Loud,Heavy,High pitch,Smooth,Disharmonious,Sparse,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
dmqgI4JCEuE,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
4bLSlZyZRXc,low,low,low,low,high,high,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
OxNe4IUIVk4,high,high,high,low,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
NLBZzszOhx0,high,high,high,high,low,low,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Loud,Heavy,Low pitch,Smooth,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Mixed
