stimulus_id,product_category,filming_location,target_of_toy_ad,interaction,voice_type,voice_age,voice_gender,voice_exagg,asian,black,white,other,title,description,upload_date,transcript,domesticity_nurturing_cues,consumerism_cues,fashion_beauty_cues,nature_animals_cues,love_tenderness_cues,magic_fantasy_cues,action_adventure_cues,fight_combat_cues,speed_racing_cues,horror_monsters_cues,science_technology_cues,sports_cues,gross-out_cues,fun_play_cues,arts_crafts_cues
my2MceeTLxc,Educational,Outdoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",No,No,Yes,No,Science In Wonderland - Smyths Toys,"Try out five fun experiments, perfect for someone who loves both science and fairies! Use the kit to create all of the science you want. For exmaple, use the floating fairy and booming flowers to bring your science brain to life! Create a colour change butterfly or squeeze to make your fairy dance!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/science-sets/science-in-wonderland/p/177708
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190816," Science in Wonderland! Explore science in a magical fairy garden! Make your own kaleidoscope! Look at the ladybird fly! Wow! Help your fairy dance! Make flowers bloom! And create magical, colourful butterfly wings! Science in Wonderland from John Adams!",,,,garden ladybird flowers bloom butterfly,,wonderland magical fairy,,,,,science,,,,dance
p_6ua9LLqy0,High-tech Interactive Playmates and Robotics,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys -Teksta Dog,"The new 5th Generation Voice Recognition Puppy is the first Teksta Puppy who actually listens and understands you! This life-like robotic puppy responds to your voice, physical gestures, touch, and sounds. Command your pet to sit, walk, cry, sing, and even do a back flip! Program Teksta to do even more tricks with an Apple iPad or Tablet for Android. His toyetic interaction offers many emotions…barking, crying, and expressive eye patterns to show you how he’s feeling. With over 100 physical and interactive play features, Teksta will excite and inspire children of all ages.",20160812," Introducing the Texter Voice Recognition Puppy! Texter, roll over! Texter, sit! Come on, Texter to jump! Texter, jump! Texter will respond to you! Good boy! Program him with his app! Texter, come here! He plays like a real puppy! Keep your ball! Here Texter! Hungry, why? Texter, bye! Texter Voice Recognition Puppy! From Glamour!",,,,puppy sit good-boy,,,,,,,texter voice-recognition program app,,,,
hS3bS7GksVk,Toy Vehicles (Powered and Non-Powered),Indoors,Boys/men,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,YouDrive Assortment Little Tikes- Smyths Toys,"Steer like a pro with motion steering and working headlights, this assortment of 4 cars uses a real working steering wheel controller and headlights to race to the finish line!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/little-tikes/youdrive-assortment-little-tikes/p/170505
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190416," Dad! What are you doing? What? I'm just having a little fun. Let's race. Get the action started with Little Tykes U-Drive. Real steering controls make driving a breeze. You drive the action. And with the included Flex Trax, the possibilities are endless. Again? Yeah! Little Tykes U-Drive. So easy, even a dad could do it.",,,,,,,action,,drive steering driving,,,,,fun,
erLps-ZnGlc,"Action Figures, Battling Toys and Toy Weapons",Indoors,Boys/men,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,No,No,Yes,No,Smyths Toys Superstores - WWE RAW Universal Champion Kevin Owens,"WWE Superstar from Monday Night Raw Kevin Owens visited Smyths Toys Superstores!

Watch as KO goes head to head with Tom, a boy who wants to get the last Kevin Owens figure in the store! Can Tom defeat the WWE superstar and get his prize?

Also, be sure to check out our WWE Seth Rollins advert - https://youtu.be/zacHu2kKzfA

And visit our WWE online store to see why Smyths Toys are champions of WWE! - http://www.smythstoys.com/uk/en-gb/page/o/wwebrandlanding/

Bring home the action of the WWE with WWE Elite Series 43 Kevin Owens! Recreate your favourite matches with an approximately 15cm figure in ""Superstar scale."" Pose him in a menacing stance, pair him with another figure to battle or create total mayhem by adding multiple figures (each sold separately). Features articulation, amazing accuracy and authentic Superstar details. Let the WWE mayhem begin! Colours and decorations may vary.
KO Figure - http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-340/wwe-wrestling/p-19532/wwe-elite-series-43-kevin-owens/",20160809," Introducing Kevin Owens! In this epic battle for the last toy on the shelf, taking on Tom! I got it! It's mine! You see that? Kid can't beat me! That's mine! Us forever that? Kid can't beat me! That's mine. I'm forever. I'm the best! Sammy Zane?",,,,,,,,battle,,,,,,,
zgYKLgKXZjQ,(Group) Games and Puzzles,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - Scotland Yard,"One player takes the role of Mr X whilst others are a team of Scotland Yard detectives. Mr X moves secretly through London and the only clues are his transport tickets! With strategy and teamwork the detectives can trap Mr X but if he escapes he wins the game.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/family-board-games/scotland-yard/p/144283

Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171102," Mr. X is on the run through the streets of London. Travel by taxi, bus, or use the underground. Team up and use your detective skills to find him. Get wise to his next move and catch him red-handed. Scotland Yard.",,,,,,,detective catch scotland-yar,,,,,,,,
uIpha8-eBes,Collectibles (Toys and Trading Cards),Indoors,Boys/men,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Shake Headz Slob Monsters Assortment- Smyths Toys,"Unleash the crazy...meet the over 5cm Shakeheadz slob monsters! Gross and gassy monsters, who burp, belch & fart with every shake! The more you shake the more it sounds. Each highly detailed Shakeheadz monster is full of 8 disgusting sounds. Take your monster everywhere in the reusable can. Each Shakeheadz comes in a character soda style can! Simply take out the lid and the base, combine it to keep safe your slob monster for on the go play.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/pocket-money/shake-headz-slob-monsters-assortment/p/171289
 📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190319," Shake hands! The more it sounds, the more you shake it! Shake, shake, shake, shake! The sloppiest monsters now come inside beverage cans! The more you shake, the more it sounds! Eight disgusting sounds and twelve different monsters to collect! New Shake Hands! Shake hands!",,collect,,,,,,,,monsters,,,disgustings,,
nAX5Ib3h0bU,High-tech Interactive Playmates and Robotics,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,Yes,Yes,No,Smyths Toys - HEXBUG nano Nitro Slingshot,"Discover an all new realm of fun with the HEXBUG nano Nitro Slingshot! This multi-tiered playset unlocks the world of nano to new and uncharted territories. Watch the nano skitter its way through any maze, travelling through levels, climbing twisting tunnels and chasing its fellow counterparts!

Buy online at http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-401/hexbug/p-23147/hexbug-nano-nitro-slingshot/

Browse our HEXBUG range at http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-401/hexbug/",20170411, NanoNitro! We've re-engineered our original design with supercharged speed and accelerated climbing. You can collect and connect the latest sets and customize the course for an extreme NanoNitro experience. NanoNitro.,,,,,,,climbing extreme,,speed accelerated,,re-engineerd ,,,,
zmd44gV9raw,Plush Toys,Indoors,Girls/women,They are working or playing together in a cooperative way,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",No,Yes,Yes,No,Cutetitos Babitos Series 1 Assortment- Smyths Toys,"Cutetitos are adorable, surprise stuffed animals ready to be unrolled and discovered. Disguised in uniquely wrapped mystery packaging, Cutetitos are 19cm assorted animals wrapped in soft, plush burrito blankets. Each comes with a pet collector card that includes detailed information including its species, name, birthday and favorite quotito! And, to find out if each Cutetito's personality is mild, medium or hot, just check out its 'Hot Spot'! Discover a Catito, Bearito, Monkito, Piggito and more—some are ultra rare!

Everybody’s rollin’ their animals like a burrito, but nothing comes close to wrapping up a Cutetito! Based on the viral trend of pet owners wrapping their fur babies in blankets like a burrito, now kids of all ages can unroll burrito blankets with their very own furry friends. Unwrap to reveal which surprise animal is concealed inside!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/cutetitos-babitos-series-1-assortment/p/177045
 📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190730," What's even cuter than a cutito? A babyto! Introducing baby babytos! Let's talk about babytos! Unwrap a babyto! Unwrap a hippotito! Or a catito! Is it a boyito? Or a girlito? Unrollito! Surpriseito! Super tiny babytos! Giraffe-ito! So many you can collect-ito! Second babytos! Cutitos baby. So many you can collect-ito. Second baby eaters. Cutitos baby eaters. Each sold separately-to. And you can look for new Cutitos series, too. Now available each week.",baby boy girl,collect,,hippo giraffe ,cuter,,,,,,,,,surprise,
KpdJNeu2Y34,Plush Toys,Indoors,Girls/women,They are working or playing together in a cooperative way,Sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,Pomsies - Smyths Toys,"Pom-pom pets that will wrap around your heart……Pomsies are a loveable, fashionable, interactive plush pet you can take anywhere!

Pre-Order Pomsies at Smyths Toys now: http://bit.ly/PomsiesBlossom

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf",20180622," POMPSIES POMPSIES You fuddly furry fun POMPSIE pets for everyone Eyes change color to show their mood Got a hungry kitty give them food POMPSIES POMPSIES We love them and they love you back I feel them purring POMPSIES react Where, where, anywhere On your backpack, wrist, either there POMPSIES POMPSIES Friends forever from the start Tails wrapped around your heart",,,,furry pets kitty purring tails,love purring your-heart,,,,,,,,,fun,
XQ6Cm2sXveU,Toy Vehicles (Powered and Non-Powered),Indoors,Boys/men,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - NIKKO Air Elite 220 Pro Drone with FPV,"Experience ultimate drone racing with the NIKKO Air Elite 220 Pro Drone with FPV! Elite drone racing technology is developed by drone racers to enhance the skills of future pilots.

With first person view (FPV), you can see the world from your drone. Simply slip on the FPV goggles to take in an aerial view as though you’re on board. The FPV goggles feature a comfortable fit and a 4.3"" full colour LCD screen for a fully immersive flight experience. The drone’s 130˚ wide angle camera captures incredible footage as it soars through the skies.

The screen can be removed from the FPV goggles and attached to the controller for a more traditional flight that still lets you see everything your drone sees. The 5.8GHz analogue frequency lets you see real-time footage of your flight with no delays or interruptions.

This clever drone features 3 variable flight modes and multiple speed settings, making the NIKKO Air Elite 220 Pro Drone with FPV suitable for beginners and advanced pilots alike. It can even perform 6 one- touch stunts that are sure to impress.

The NIKKO Air Elite 220 Pro Drone with FPV features a Drone Racing League (DRL) flight simulator, so you can work on your piloting skills before you take to the skies in real life. Compete in real DRL courses as you learn to fly with this digital gaming platform.

Flying drones requires a certain level of skill. Practice in open, obstacle-free spaces and be prepared for the inevitable bump and crash as you learn to fly.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/drones-and-flying/nikko-air-elite-220-pro-drone-with-fpv/p/160074

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/drones-and-flying/c/SM06010220",20171006, Get ready to race like the pros with Race Vision 220 FPV from DRL and Niko Air. Features real racing technology to transform rookies into pro pilots. Gear up to experience the thrill of flying in first-person view. Immersive real-time video puts you in the cockpit. Extreme performance with 16 one-touch stunts and variable flight modes. Master your skills in the DRL simulator using your Niko controller. Think you've got what it takes? Race like the pros with Niko Air and DRL.,,,,,,,extreme stunts,,race racing pilots gear-up cockpit,,technology real-time-video,pro-pilots,,,
